x,y,z,Outputs
0.075913244,-0.040432135,112.4271639,spiral
0.077151792,-0.038015513,-67.9384435,spiral
0.078313433,-0.035560995,-47.57180446,spiral
0.07939701,-0.03307103,63.82275085,spiral
0.080401442,-0.030548098,-54.56879721,spiral
0.081325728,-0.027994716,46.65386546,spiral
0.082168947,-0.025413428,84.84425934,spiral
0.082930258,-0.022806807,-100.4869456,spiral
0.083608903,-0.020177452,1.95325047,spiral
0.084204204,-0.017527983,107.2223397,spiral
0.084715569,-0.014861042,-68.07207968,spiral
0.085142487,-0.012179288,-49.42660349,spiral
0.085484534,-0.009485393,10.26956757,spiral
0.085741367,-0.006782042,-73.57353819,spiral
0.085912732,-0.004071931,21.68531386,spiral
0.085998457,-0.001357762,74.88137423,spiral
0.085998457,0.001357762,65.62910241,spiral
0.085912732,0.004071931,-10.57407718,spiral
0.085741367,0.006782042,-55.8679099,spiral
0.085484534,0.009485393,-45.43140738,spiral
0.085142487,0.012179288,-96.82015141,spiral
0.084715569,0.014861042,104.1626004,spiral
0.084204204,0.017527983,155.1882002,spiral
0.083608903,0.020177452,-122.6919877,spiral
0.082930258,0.022806807,-140.1904353,spiral
0.082168947,0.025413428,86.49459132,spiral
0.081325728,0.027994716,76.1097406,spiral
0.080401442,0.030548098,23.52049715,spiral
0.07939701,0.03307103,16.92504207,spiral
0.078313433,0.035560995,-82.80955464,spiral
0.077151792,0.038015513,-33.53250729,spiral
0.075913244,0.040432135,95.55823177,spiral
0.074599024,0.042808455,82.96479621,spiral
0.073210442,0.045142101,-44.94090928,spiral
0.071748883,0.04743075,-160.3221356,spiral
0.070215802,0.049672118,-64.47414836,spiral
0.068612729,0.051863972,185.8376269,spiral
0.066941261,0.054004126,35.79690428,spiral
0.065203065,0.056090449,-142.5434395,spiral
0.063399873,0.058120859,3.490122709,spiral
0.061533483,0.060093333,29.21144235,spiral
0.059605754,0.062005904,22.40695925,spiral
0.05761861,0.063856667,85.61940011,spiral
0.05557403,0.065643776,25.11023465,spiral
0.053474052,0.06736545,-112.9856342,spiral
0.05132077,0.069019973,-100.5343301,spiral
0.049116331,0.070605695,44.46306278,spiral
0.046862932,0.072121036,88.6684448,spiral
0.044562818,0.073564484,11.57433338,spiral
0.042218284,0.074934603,-54.66694163,spiral
0.039831665,0.076230024,11.63494303,spiral
0.037405341,0.077449458,29.83507436,spiral
0.034941731,0.078591689,-56.83779245,spiral
0.03244329,0.079655578,-7.246250762,spiral
0.029912508,0.080640064,35.80208587,spiral
0.02735191,0.081544167,75.12851501,spiral
0.024764046,0.082366985,26.92362832,spiral
0.022151497,0.083107697,-79.68557632,spiral
0.019516867,0.083765566,-90.76459269,spiral
0.016862782,0.084339935,-6.860533134,spiral
0.014191888,0.084830233,101.4600578,spiral
0.011506848,0.08523597,84.075138,spiral
0.008810336,0.085556742,-40.02697186,spiral
0.006105043,0.085792229,-170.0882432,spiral
0.003393664,0.085942197,-17.73636296,spiral
0.000678902,0.086006495,108.0778273,spiral
-0.002036537,0.085985061,39.99791772,spiral
-0.004749945,0.085877914,64.11540854,spiral
-0.007458619,0.085685163,-53.07197243,spiral
-0.010159858,0.085406999,-69.65537673,spiral
-0.012850969,0.085043699,79.52158659,spiral
-0.015529271,0.084595626,-26.03096111,spiral
-0.018192092,0.084063226,-71.39255357,spiral
-0.020836779,0.08344703,27.78629744,spiral
-0.023460695,0.082747652,20.40079635,spiral
-0.026061226,0.08196579,-33.25304523,spiral
-0.028635777,0.081102222,30.47296012,spiral
-0.031181785,0.08015781,99.72098151,spiral
-0.033696709,0.079133494,-28.90452089,spiral
-0.036178044,0.078030297,-89.92620827,spiral
-0.038623316,0.076849318,-20.68210668,spiral
-0.041030087,0.075591733,43.3839785,spiral
-0.043395958,0.074258797,56.04397181,spiral
-0.045718572,0.072851838,-1.058422505,spiral
-0.047995612,0.071372259,-61.64893902,spiral
-0.050224809,0.069821534,-75.95847231,spiral
-0.052403941,0.06820121,3.753931715,spiral
-0.054530836,0.066512902,73.66903944,spiral
-0.056603373,0.064758291,62.45474651,spiral
-0.058619487,0.062939129,-12.1800534,spiral
-0.060577167,0.061057227,-110.1964224,spiral
-0.062474463,0.059114462,-28.31335863,spiral
-0.064309483,0.057112771,165.170903,spiral
-0.066080398,0.055054148,1.097727838,spiral
-0.067785442,0.052940646,-115.8557757,spiral
-0.069422916,0.050774372,53.63385382,spiral
-0.070991189,0.048557484,-16.14152584,spiral
-0.072488695,0.046292194,-31.67812048,spiral
-0.073913943,0.043980758,105.8497562,spiral
-0.075265513,0.041625482,-9.71390045,spiral
-0.076542056,0.039228712,-113.2092353,spiral
-0.0777423,0.036792839,67.13245708,spiral
-0.078865049,0.034320289,69.48804833,spiral
-0.079909183,0.031813528,-123.794685,spiral
-0.080873663,0.029275055,-14.53554382,spiral
-0.081757525,0.0267074,141.1964835,spiral
-0.08255989,0.024113122,-30.50936755,spiral
-0.083279958,0.021494808,-82.62480021,spiral
-0.08391701,0.018855067,-4.62150752,spiral
-0.084470412,0.016196531,8.867160739,spiral
-0.084939612,0.01352185,56.92142362,spiral
-0.085324143,0.01083369,-7.764822338,spiral
-0.08562362,0.008134731,-102.1024331,spiral
-0.085837746,0.005427663,-18.47318809,spiral
-0.064458653,0.002715185,156.6100136,spiral
-0.042993868,0.001357931,223.1322772,spiral
-0.068904724,-0.002902466,134.3576172,spiral
-0.091758451,-0.005802039,-90.42929169,spiral
-0.091529556,-0.008695829,-1.372635031,spiral
-0.091209422,-0.01158095,74.24569855,spiral
-0.090798368,-0.014454527,-44.0327092,spiral
-0.090296805,-0.017313696,-2.250272251,spiral
-0.089705232,-0.020155605,79.27298504,spiral
-0.089024238,-0.022977424,-76.10543399,spiral
-0.088254504,-0.025776338,-76.16400064,spiral
-0.087396795,-0.028549557,149.8812137,spiral
-0.086451967,-0.031294318,-25.19574865,spiral
-0.085420963,-0.034007884,-81.02402966,spiral
-0.084304808,-0.03668755,79.840781,spiral
-0.083104617,-0.039330645,-8.117964168,spiral
-0.081821585,-0.041934534,-36.95987511,spiral
-0.080456992,-0.044496622,-12.14387182,spiral
-0.079012198,-0.047014355,6.307334489,spiral
-0.077488642,-0.049485223,20.44564428,spiral
-0.075887844,-0.051906763,-50.19351185,spiral
-0.0742114,-0.054276562,13.33338874,spiral
-0.07246098,-0.056592256,38.15824037,spiral
-0.070638329,-0.058851538,-88.91008299,spiral
-0.068745264,-0.061052155,2.017787839,spiral
-0.066783673,-0.063191914,55.59450247,spiral
-0.06475551,-0.065268682,5.67656963,spiral
-0.062662798,-0.067280389,38.55749712,spiral
-0.060507621,-0.06922503,17.17637791,spiral
-0.05829213,-0.071100665,-48.19823057,spiral
-0.056018532,-0.072905426,-33.04997143,spiral
-0.053689093,-0.074637513,101.5294623,spiral
-0.051306136,-0.076295199,49.64486014,spiral
-0.048872035,-0.077876833,-63.26317101,spiral
-0.046389218,-0.079380838,-71.657901,spiral
-0.043860159,-0.080805714,-12.47402657,spiral
-0.04128738,-0.082150041,64.2852106,spiral
-0.038673444,-0.083412479,-90.25597745,spiral
-0.036020958,-0.08459177,-79.24309821,spiral
-0.033332565,-0.085686738,114.6031418,spiral
-0.030610946,-0.086696292,114.4964437,spiral
-0.027858813,-0.087619424,-12.61531393,spiral
-0.025078909,-0.088455216,-45.17394105,spiral
-0.022274007,-0.089202834,-68.7187278,spiral
-0.019446901,-0.089861533,-9.974086529,spiral
-0.01660041,-0.090430655,73.51289942,spiral
-0.013737372,-0.090909634,-98.23352903,spiral
-0.01086064,-0.091297993,65.11901061,spiral
-0.007973081,-0.091595344,114.4647179,spiral
-0.005077575,-0.09180139,-184.1036787,spiral
-0.002177008,-0.091915927,26.27750311,spiral
0.00072573,-0.09193884,193.9845371,spiral
0.003627744,-0.091870106,-23.06164202,spiral
0.006526142,-0.091709795,-148.8539913,spiral
0.009418034,-0.091458065,-119.6601948,spiral
0.012300539,-0.091115167,77.73466123,spiral
0.015170782,-0.090681444,157.5059508,spiral
0.018025902,-0.090157328,-71.63830389,spiral
0.020863054,-0.089543341,-45.44352717,spiral
0.023679409,-0.088840096,130.9856885,spiral
0.02647216,-0.088048292,-8.293691709,spiral
0.029238523,-0.08716872,-137.3790446,spiral
0.03197574,-0.086202257,-101.9183597,spiral
0.034681083,-0.085149865,118.0971569,spiral
0.037351855,-0.084012594,111.3066011,spiral
0.039985395,-0.082791577,-125.9261879,spiral
0.042579075,-0.081488032,-32.64177163,spiral
0.045130313,-0.080103258,37.60713842,spiral
0.047636563,-0.078638635,-9.850674398,spiral
0.050095328,-0.077095623,94.53651775,spiral
0.052504157,-0.075475761,95.92573647,spiral
0.054860648,-0.073780663,-81.30907502,spiral
0.057162454,-0.072012019,-107.3514605,spiral
0.059407278,-0.070171591,-16.97335064,spiral
0.061592885,-0.068261216,34.4484169,spiral
0.063717094,-0.066282795,24.47404646,spiral
0.065777788,-0.064238303,20.5673814,spiral
0.067772914,-0.062129777,-23.72691064,spiral
0.069700482,-0.059959318,-0.058621447,spiral
0.071558571,-0.05772909,65.57905425,spiral
0.073345329,-0.055441317,-89.59635135,spiral
0.075058975,-0.053098279,-58.11816837,spiral
0.076697801,-0.050702311,77.41278,spiral
0.078260172,-0.048255802,72.04008117,spiral
0.079744532,-0.045761191,-22.08890522,spiral
0.081149401,-0.043220964,-104.7841833,spiral
0.082473378,-0.040637653,22.73559072,spiral
0.083715144,-0.038013834,60.1583312,spiral
0.084873462,-0.035352122,-26.97170977,spiral
0.085947175,-0.03265517,-20.84891471,spiral
0.086935214,-0.029925666,38.99873227,spiral
0.087836595,-0.027166333,46.83932142,spiral
0.088650418,-0.024379919,-54.03677779,spiral
0.089375872,-0.021569202,12.86393784,spiral
0.090012235,-0.018736985,57.66623457,spiral
0.090558871,-0.015886091,-114.1281432,spiral
0.091015236,-0.013019361,15.91358992,spiral
0.091380876,-0.010139653,89.43955321,spiral
0.091655425,-0.007249837,-102.2315197,spiral
0.091838609,-0.004352795,5.357831078,spiral
0.091930247,-0.001451414,95.79576354,spiral
0.091930247,0.001451414,-83.33753451,spiral
0.091838609,0.004352795,17.28033694,spiral
0.091655425,0.007249837,97.19138258,spiral
0.091380876,0.010139653,-113.521161,spiral
0.091015236,0.013019361,-1.231440109,spiral
0.090558871,0.015886091,112.6207794,spiral
0.090012235,0.018736985,-96.46729211,spiral
0.089375872,0.021569202,-84.07332257,spiral
0.088650418,0.024379919,113.5258684,spiral
0.087836595,0.027166333,37.22016774,spiral
0.086935214,0.029925666,-34.01975331,spiral
0.085947175,0.03265517,7.143139621,spiral
0.084873462,0.035352122,-26.55142622,spiral
0.083715144,0.038013834,-54.41555472,spiral
0.082473378,0.040637653,-16.37748051,spiral
0.081149401,0.043220964,100.0172177,spiral
0.079744532,0.045761191,-39.4888175,spiral
0.078260172,0.048255802,-61.81973816,spiral
0.076697801,0.050702311,107.6846262,spiral
0.075058975,0.053098279,-78.58955085,spiral
0.073345329,0.055441317,-67.13107694,spiral
0.071558571,0.05772909,119.1655259,spiral
0.069700482,0.059959318,76.47194953,spiral
0.067772914,0.062129777,-79.20950703,spiral
0.065777788,0.064238303,-110.09948,spiral
0.063717094,0.066282795,54.37010272,spiral
0.061592885,0.068261216,69.92827594,spiral
0.059407278,0.070171591,59.93468755,spiral
0.057162454,0.072012019,-53.31981297,spiral
0.054860648,0.073780663,-157.4526665,spiral
0.052504157,0.075475761,83.4771403,spiral
0.050095328,0.077095623,92.86714925,spiral
0.047636563,0.078638635,-39.68689017,spiral
0.045130313,0.080103258,74.04977598,spiral
0.042579075,0.081488032,-39.56946397,spiral
0.039985395,0.082791577,-86.09212487,spiral
0.037351855,0.084012594,82.96762967,spiral
0.034681083,0.085149865,-36.73366197,spiral
0.03197574,0.086202257,-57.08471423,spiral
0.029238523,0.08716872,57.99429455,spiral
0.02647216,0.088048292,-32.12977326,spiral
0.023679409,0.088840096,-6.607761091,spiral
0.020863054,0.089543341,31.53327919,spiral
0.018025902,0.090157328,-76.39352923,spiral
0.015170782,0.090681444,48.06153492,spiral
0.012300539,0.091115167,146.8544421,spiral
0.009418034,0.091458065,-73.45013905,spiral
0.006526142,0.091709795,-109.0289063,spiral
0.003627744,0.091870106,40.00462335,spiral
0.00072573,0.09193884,47.42149493,spiral
-0.002177008,0.091915927,61.77641977,spiral
-0.005077575,0.09180139,-15.56159121,spiral
-0.007973081,0.091595344,-155.5718281,spiral
-0.01086064,0.091297993,-12.93639235,spiral
-0.013737372,0.090909634,91.03960187,spiral
-0.01660041,0.090430655,30.49137881,spiral
-0.019446901,0.089861533,23.06248841,spiral
-0.022274007,0.089202834,-78.00113116,spiral
-0.025078909,0.088455216,33.61649864,spiral
-0.027858813,0.087619424,89.44502999,spiral
-0.030610946,0.086696292,-118.328904,spiral
-0.033332565,0.085686738,-66.41672777,spiral
-0.036020958,0.08459177,45.78632339,spiral
-0.038673444,0.083412479,80.07854596,spiral
-0.04128738,0.082150041,-7.634688723,spiral
-0.043860159,0.080805714,-13.15392521,spiral
-0.046389218,0.079380838,53.43560622,spiral
-0.048872035,0.077876833,-128.5349493,spiral
-0.051306136,0.076295199,-29.97492928,spiral
-0.053689093,0.074637513,99.1884719,spiral
-0.056018532,0.072905426,-9.960801316,spiral
-0.05829213,0.071100665,64.61013162,spiral
-0.060507621,0.06922503,-13.63793125,spiral
-0.062662798,0.067280389,-132.2511563,spiral
-0.06475551,0.065268682,54.0952995,spiral
-0.066783673,0.063191914,122.2080562,spiral
-0.068745264,0.061052155,-15.43588182,spiral
-0.070638329,0.058851538,-46.7207152,spiral
-0.07246098,0.056592256,10.6388008,spiral
-0.0742114,0.054276562,-11.16342958,spiral
-0.075887844,0.051906763,-50.81565201,spiral
-0.077488642,0.049485223,-68.31495175,spiral
-0.079012198,0.047014355,-6.136818374,spiral
-0.080456992,0.044496622,96.56681946,spiral
-0.081821585,0.041934534,31.5432738,spiral
-0.083104617,0.039330645,-37.50589251,spiral
-0.084304808,0.03668755,41.6730225,spiral
-0.085420963,0.034007884,70.0874762,spiral
-0.086451967,0.031294318,-142.3292949,spiral
-0.087396795,0.028549557,-99.5551883,spiral
-0.088254504,0.025776338,163.2080519,spiral
-0.089024238,0.022977424,92.01038529,spiral
-0.089705232,0.020155605,-53.66367045,spiral
-0.090296805,0.017313696,-114.5970113,spiral
-0.090798368,0.014454527,-46.59434914,spiral
-0.091209422,0.01158095,88.78094557,spiral
-0.091529556,0.008695829,50.96585903,spiral
-0.091758451,0.005802039,-52.63106321,spiral
-0.068904724,0.002902466,-56.20361219,spiral
-0.045959393,0.001451595,-27.9449227,spiral
-0.0425135,-0.001342759,122.5834192,spiral
-0.06373846,-0.002684848,-5.265412099,spiral
-0.084878685,-0.00536702,-117.3682995,spiral
-0.084666952,-0.008043842,107.3757779,spiral
-0.084370821,-0.010712646,146.7390117,spiral
-0.083990586,-0.013370771,-64.97394401,spiral
-0.083526629,-0.016015568,-51.11220712,spiral
-0.08297941,-0.0186444,8.500043225,spiral
-0.082349475,-0.021254647,41.55315418,spiral
-0.081637453,-0.023843707,-23.63040036,spiral
-0.080844053,-0.026408999,-44.84476777,spiral
-0.079970066,-0.028947966,-0.023121726,spiral
-0.079016362,-0.031458077,-30.52027449,spiral
-0.077983894,-0.03393683,-11.45340076,spiral
-0.076873689,-0.036381754,48.11459612,spiral
-0.075686855,-0.038790412,-0.522515661,spiral
-0.074424575,-0.041160403,-97.14384794,spiral
-0.073088107,-0.043489364,95.84765786,spiral
-0.071678783,-0.045774974,99.0618467,spiral
-0.070198008,-0.048014954,-96.77511463,spiral
-0.068647258,-0.050207072,-20.64333271,spiral
-0.067028079,-0.052349143,55.10094987,spiral
-0.065342085,-0.054439031,3.069800523,spiral
-0.063590956,-0.056474653,-10.49991157,spiral
-0.061776439,-0.058453979,-12.10701512,spiral
-0.059900342,-0.060375038,-49.8071625,spiral
-0.057964534,-0.062235913,26.32285094,spiral
-0.055970947,-0.06403475,8.107763893,spiral
-0.053921566,-0.065769756,-12.98619467,spiral
-0.051818435,-0.067439202,97.81391614,spiral
-0.04966365,-0.069041422,58.30127928,spiral
-0.04745936,-0.070574821,-138.2331751,spiral
-0.045207761,-0.072037869,-124.9692403,spiral
-0.042911098,-0.073429107,50.11898266,spiral
-0.04057166,-0.074747151,67.70078179,spiral
-0.038191779,-0.075990684,74.78165012,spiral
-0.035773829,-0.077158469,0.618830895,spiral
-0.033320218,-0.07824934,-41.03860048,spiral
-0.030833392,-0.079262211,46.90701032,spiral
-0.028315831,-0.080196071,-61.26950228,spiral
-0.025770045,-0.08104999,-44.04178498,spiral
-0.02319857,-0.081823117,79.03191843,spiral
-0.020603971,-0.082514681,-65.90127463,spiral
-0.017988833,-0.083123992,-86.33299297,spiral
-0.015355763,-0.083650443,111.0187373,spiral
-0.012707386,-0.08409351,98.31562083,spiral
-0.010046342,-0.084452751,-56.58936836,spiral
-0.007375284,-0.084727807,-145.7880647,spiral
-0.004696874,-0.084918405,-88.55564798,spiral
-0.002013783,-0.085024354,148.6575977,spiral
0.000671317,-0.085045549,195.2494544,spiral
0.003355747,-0.084981969,-3.658292417,spiral
0.006036832,-0.084833677,-114.1440592,spiral
0.008711899,-0.084600821,-139.9645847,spiral
0.011378282,-0.084283633,18.50092653,spiral
0.014033323,-0.08388243,160.6575164,spiral
0.016674375,-0.08339761,-32.46051528,spiral
0.019298806,-0.082829658,-65.92217217,spiral
0.021904,-0.082179139,-47.56985991,spiral
0.024487359,-0.081446703,-58.67368926,spiral
0.027046308,-0.080633078,103.0821787,spiral
0.029578298,-0.079739077,66.07632693,spiral
0.032080802,-0.078765591,-4.757215811,spiral
0.034551328,-0.077713589,15.96560325,spiral
0.036987413,-0.07658412,-74.28748706,spiral
0.039386628,-0.075378311,-89.8304666,spiral
0.041746581,-0.074097362,79.78700117,spiral
0.04406492,-0.072742552,92.28534272,spiral
0.046339335,-0.071315231,-29.70405378,spiral
0.048567557,-0.069816821,8.123835175,spiral
0.050747366,-0.068248816,-35.35477122,spiral
0.052876589,-0.06661278,-12.87425915,spiral
0.054953104,-0.064910342,107.6021396,spiral
0.05697484,-0.0631432,-42.94783906,spiral
0.058939783,-0.061313116,-65.76593731,spiral
0.060845972,-0.059421913,-16.86756537,spiral
0.06269151,-0.057471478,-65.96431978,spiral
0.064474555,-0.055463753,93.14197956,spiral
0.06619333,-0.053400741,130.7967045,spiral
0.067846123,-0.051284498,-113.1970503,spiral
0.069431285,-0.049117134,-97.33779893,spiral
0.070947236,-0.046900808,53.50331907,spiral
0.072392466,-0.044637731,-1.795187899,spiral
0.073765533,-0.042330158,-27.00543413,spiral
0.075065069,-0.039980389,-1.544073777,spiral
0.076289779,-0.037590767,27.70977288,spiral
0.077438441,-0.035163674,84.00680584,spiral
0.078509911,-0.032701529,53.16844536,spiral
0.079503121,-0.030206786,-100.7547866,spiral
0.08041708,-0.027681932,-41.32747338,spiral
0.081250878,-0.025129485,46.94421011,spiral
0.082003683,-0.022551988,-23.45390867,spiral
0.082674745,-0.01995201,0.854404176,spiral
0.083263395,-0.017332144,-37.91958546,spiral
0.083769046,-0.014695001,34.89203172,spiral
0.084191195,-0.012043209,68.80628769,spiral
0.084529419,-0.009379413,-86.27468528,spiral
0.084783384,-0.006706267,-25.33007096,spiral
0.084952834,-0.004026436,70.26538938,spiral
0.085037601,-0.001342591,82.70461438,spiral
0.085037601,0.001342591,-28.70844351,spiral
0.084952834,0.004026436,-138.2898401,spiral
0.084783384,0.006706267,54.49438353,spiral
0.084529419,0.009379413,128.1072694,spiral
0.084191195,0.012043209,-62.47543179,spiral
0.083769046,0.014695001,-142.7756694,spiral
0.083263395,0.017332144,-34.82173939,spiral
0.082674745,0.01995201,111.1204904,spiral
0.082003683,0.022551988,79.73228236,spiral
0.081250878,0.025129485,-44.95506008,spiral
0.08041708,0.027681932,-25.05686571,spiral
0.079503121,0.030206786,24.95994699,spiral
0.078509911,0.032701529,-40.2471815,spiral
0.077438441,0.035163674,-22.20968634,spiral
0.076289779,0.037590767,102.071481,spiral
0.075065069,0.039980389,31.22479853,spiral
0.073765533,0.042330158,-123.298896,spiral
0.072392466,0.044637731,-43.74116276,spiral
0.070947236,0.046900808,38.08303333,spiral
0.069431285,0.049117134,17.00277615,spiral
0.067846123,0.051284498,84.24839735,spiral
0.06619333,0.053400741,63.9864766,spiral
0.064474555,0.055463753,-135.6089765,spiral
0.06269151,0.057471478,-98.15075549,spiral
0.060845972,0.059421913,58.4306141,spiral
0.058939783,0.061313116,51.62558077,spiral
0.05697484,0.0631432,100.4093022,spiral
0.054953104,0.064910342,-17.88148967,spiral
0.052876589,0.06661278,-167.215847,spiral
0.050747366,0.068248816,-43.66173032,spiral
0.048567557,0.069816821,112.7088893,spiral
0.046339335,0.071315231,129.8985095,spiral
0.04406492,0.072742552,-75.2873297,spiral
0.041746581,0.074097362,-145.263234,spiral
0.039386628,0.075378311,78.40538416,spiral
0.036987413,0.07658412,46.74529193,spiral
0.034551328,0.077713589,-19.21752242,spiral
0.032080802,0.078765591,102.8235539,spiral
0.029578298,0.079739077,-69.13221191,spiral
0.027046308,0.080633078,-159.4282605,spiral
0.024487359,0.081446703,89.40176907,spiral
0.021904,0.082179139,99.58352261,spiral
0.019298806,0.082829658,-61.30436223,spiral
0.016674375,0.08339761,-56.37776698,spiral
0.014033323,0.08388243,10.86250086,spiral
0.011378282,0.084283633,124.1353295,spiral
0.008711899,0.084600821,37.55291121,spiral
0.006036832,0.084833677,-131.3966102,spiral
0.003355747,0.084981969,-60.8376336,spiral
0.000671317,0.085045549,43.25149681,spiral
-0.002013783,0.085024354,74.30654841,spiral
-0.004696874,0.084918405,11.81568115,spiral
-0.007375284,0.084727807,-47.4839044,spiral
-0.010046342,0.084452751,-96.45342052,spiral
-0.012707386,0.08409351,56.25157116,spiral
-0.015355763,0.083650443,102.7254526,spiral
-0.017988833,0.083123992,-101.3019601,spiral
-0.020603971,0.082514681,-5.897328073,spiral
-0.02319857,0.081823117,43.78944035,spiral
-0.025770045,0.08104999,-24.85090421,spiral
-0.028315831,0.080196071,77.97184973,spiral
-0.030833392,0.079262211,2.984696309,spiral
-0.033320218,0.07824934,-57.67443306,spiral
-0.035773829,0.077158469,-28.06634294,spiral
-0.038191779,0.075990684,-120.3494857,spiral
-0.04057166,0.074747151,36.21758095,spiral
-0.042911098,0.073429107,201.5392249,spiral
-0.045207761,0.072037869,23.85966804,spiral
-0.04745936,0.070574821,-130.1526378,spiral
-0.04966365,0.069041422,-67.80750385,spiral
-0.051818435,0.067439202,13.07047344,spiral
-0.053921566,0.065769756,129.0240015,spiral
-0.055970947,0.06403475,92.08319955,spiral
-0.057964534,0.062235913,-75.53368505,spiral
-0.059900342,0.060375038,-61.02684013,spiral
-0.061776439,0.058453979,-55.96865164,spiral
-0.063590956,0.056474653,-34.9931015,spiral
-0.065342085,0.054439031,69.17734101,spiral
-0.067028079,0.052349143,15.10197449,spiral
-0.068647258,0.050207072,-65.94343671,spiral
-0.070198008,0.048014954,-11.54993731,spiral
-0.071678783,0.045774974,64.53203751,spiral
-0.073088107,0.043489364,60.21908757,spiral
-0.074424575,0.041160403,-54.48541486,spiral
-0.075686855,0.038790412,-38.30405683,spiral
-0.076873689,0.036381754,7.626579923,spiral
-0.077983894,0.03393683,29.01723871,spiral
-0.079016362,0.031458077,22.55641205,spiral
-0.079970066,0.028947966,-82.32240095,spiral
-0.080844053,0.026408999,9.712618451,spiral
-0.081637453,0.023843707,52.82620742,spiral
-0.082349475,0.021254647,64.4720402,spiral
-0.08297941,0.0186444,3.95283106,spiral
-0.083526629,0.016015568,-86.30658247,spiral
-0.083990586,0.013370771,23.08468417,spiral
-0.084370821,0.010712646,10.1076141,spiral
